epoch,loss,val_loss
0,3.530150073766708,3.3381946266483227
1,3.160073900938034,3.0361366783831754
2,2.949112586736679,2.803111954148431
3,2.7975991187095643,2.785645638033046
4,2.6657434183359148,2.7714893804431635
0,4.069614089727402,3.406820390633046
1,3.2139361267089845,3.1706149645444364
0,4.18865358543396,3.3808587571770907
1,3.2073785774707795,3.087074381258977
0,3.1191759469509126,2.936120919813095
1,2.8530942125320435,2.8633554877534424
